 RPM=0.0 M=LV    S=40 %=-1.8  mPas=----  N/M2=----  1/SEC=0.000 T=----C  Z00:00 
 RPM=0.0 M=LV    S=40 %=-1.7  mPas=----  N/M2=----  1/SEC=0.000 T=----C  Z00:01 
 RPM=0.0 M=LV    S=40 %=-0.2  mPas=----  N/M2=----  1/SEC=0.000 T=----C  Z00:00 
?RPM=60  M=LV    S=40 %=1.1   mPas=0.06  N/M2=0.03  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=28.6  mPas=1.46  N/M2=0.66  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=93.1  mPas=4.76  N/M2=2.14  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=91.5  mPas=4.67  N/M2=2.10  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=50.8  mPas=2.60  N/M2=1.17  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=65.5  mPas=3.35  N/M2=1.51  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=65.8  mPas=3.36  N/M2=1.51  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=31.6  mPas=1.61  N/M2=0.73  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=14.1  mPas=0.72  N/M2=0.32  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=20.5  mPas=1.05  N/M2=0.47  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=27.5  mPas=1.40  N/M2=0.63  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=22.9  mPas=1.17  N/M2=0.53  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=10.2  mPas=0.52  N/M2=0.23  1/SEC=450   T=----C  Z00:01 
?RPM=60  M=LV    S=40 %=1.5   mPas=0.08  N/M2=0.03  1/SEC=450   T=----C  Z00:00 
?RPM=60  M=LV    S=40 %=4.2   mPas=0.21  N/M2=0.10  1/SEC=450   T=----C  Z00:01 
 RPM=60  M=LV    S=40 %=14.6  mPas=0.75  N/M2=0.34  1/SEC=450   T=----C  Z00:00 
 RPM=60  M=LV    S=40 %=21.7  mPas=1.11  N/M2=0.50  1/SEC=450   T=----C  Z00:01 
